"time_min","std-0_bc","std-0_aligned","std-25_bc","std-25_aligned","std-50_bc","std-50_aligned","std-100_bc","std-100_aligned","std-150_bc","std-150_aligned","std-200_bc","std-200_aligned","sample-1_bc","sample-1_aligned","sample-2_bc","sample-2_aligned","sample-3_bc","sample-3_aligned","sample-4_bc","sample-4_aligned"
5.125,-8.55,8.82,-63.33,-61.84,-133.44,-130.35,-0.31,-0.31,100.19,-60.48,43.8,-18.26,-25.27,580.48,-97.62,905.43,535.15,1518.44,160.65,815.23
5.13333,-9.12,7.01,-64.69,-63.54,-134.25,-133.54,-25.76,-25.76,26.79,-98.95,-26.53,-74.99,-27.27,479.86,-99.7,757.36,483.95,1375.24,132.67,703.09
5.14167,-9.78,2.53,-64.69,-64.69,-134.36,-134.26,-46.41,-46.41,-32.22,-128.2,-81.98,-118.45,-27.54,554.65,-100.77,629.14,437.76,1247.03,109.33,604.95
5.15,-9.53,-1.26,-64.31,-64.62,-133.8,-134.28,-62.48,-62.48,-77.43,-149.77,-124.11,-152.63,-28.07,454.24,-102.83,516.11,395.59,1132.82,87.57,518.81
5.15833,-8.36,-2.68,-63.57,-64.18,-131.55,-133.46,-75.13,-75.13,-113.3,-165.09,-157.38,-179.23,-26.87,369.4,-103.91,420.97,355.48,1030.61,69.35,444.65
5.16667,-3.25,-3.6,-62.46,-63.37,-128.6,-131.08,-85.5,-85.5,-139.2,-175.82,-183.13,-200.36,-26.95,297.63,-104.01,339.15,317.52,938.4,52.61,379.48
5.175,3.81,-4.54,-59.96,-61.97,-123.9,-127.81,-93.7,-93.7,-158.41,-182.93,-203.63,-214.82,-26.29,237.6,-104.13,268.48,280.89,855.19,37.3,320.23
5.18333,8.87,-5.53,-59.05,-59.77,-119.43,-123.12,-99.8,-99.8,-171.13,-186.94,-217.08,-224.96,-25.88,189.44,-104.29,207.63,249.06,779.98,26.34,267.77
5.19167,6.92,-6.56,-56.73,-58.56,-114.14,-118.46,-102.86,-102.86,-180.5,-189.31,-226.64,-230.52,-25.74,148.75,-103.47,154.75,271.73,710.77,17.65,220.66
5.2,1.98,-7.65,-55.97,-56.56,-109.98,-113.34,-104.93,-104.93,-185.62,-189.79,-231.4,-231.41,-25.85,114.44,-102.67,110.13,244.3,647.57,11.15,262.9
5.20833,-1.96,-8.09,-54.77,-55.7,-104.91,-108.96,-106.03,-106.03,-188.55,-188.42,-231.41,-230.04,-24.21,86.92,-100.88,73.39,220.45,589.36,4.76,219.55
5.21667,-2.92,-7.43,-53.1,-54.38,-99.86,-103.85,-107.17,-107.17,-190.33,-186.91,-229.69,-228.54,-22.81,63.99,-98.09,42.43,197.19,535.15,-1.57,182.9
5.225,-3.91,-6.84,-50.96,-52.58,-92.8,-98.32,-106.36,-106.36,-188.98,-184.6,-228.24,-225.73,-22.64,45.07,-95.26,17.33,176.51,483.95,-5.91,150.16
5.23333,-4.93,-6.31,-49.33,-50.55,-84.65,-90.95,-103.58,-103.58,-187.49,-180.51,-225.03,-221.17,-23.7,29.96,-91.36,-3.76,156.4,437.76,-10.31,121
5.24167,-6.01,-5.83,-47.18,-48.77,-77.34,-82.93,-100.83,-100.83,-185.84,-175.26,-220.04,-216.35,-23,17.5,-86.36,-22.01,137.84,395.59,-13.8,95.73
5.25,-7.14,-5.42,-46.5,-47,-70.8,-75.75,-97.07,-97.07,-182.02,-169.31,-215.21,-210.91,-23.52,7.4,-81.21,-37.17,121.82,355.48,-18.42,73.9
5.25833,-8.34,-5.98,-44.28,-45.89,-63.96,-69.07,-93.28,-93.28,-176.99,-164,-209.52,-204.56,-24.28,-0.28,-74.86,-49.79,107.29,317.52,-20.22,54.7
5.26667,-7.62,-6.59,-41.49,-43.49,-57.76,-62.34,-91.41,-91.41,-170.71,-159.08,-202.89,-197.25,-23.27,-7.33,-69.25,-60.97,94.23,280.89,-21.2,37.3
5.275,-6.97,-6.44,-39.12,-40.8,-52.14,-56.25,-88.44,-88.44,-165.11,-153.58,-195.26,-189.63,-22.49,-12.1,-62.32,-71.06,82.62,249.06,-21.39,25.26
5.28333,-6.39,-5.47,-37.13,-38.52,-47.03,-50.72,-86.36,-86.36,-160.16,-146.98,-187.56,-182.62,-22.93,-16.42,-56.01,-78.49,70.42,271.73,-22.79,16.03
5.29167,-5.87,-5.74,-35.52,-36.63,-43.4,-46,-83.12,-83.12,-154.78,-140.68,-180.73,-175.69,-22.6,-19.44,-49.24,-84.82,60.6,241.25,-22.41,8.75
5.3,-5.41,-5.94,-34.26,-35.12,-39.2,-42.17,-80.71,-80.71,-147.93,-134,-173.68,-168.51,-21.49,-21.4,-41.96,-90.34,51.13,214.5,-23.26,1.59
5.30833,-6.01,-5.88,-32.33,-33.63,-34.38,-37.74,-78.1,-78.1,-141.55,-128.52,-166.35,-161.69,-19.59,-24.28,-34.1,-94.69,40.98,189.25,-23.33,-4.29
5.31667,-6.67,-6.35,-30.73,-31.8,-28.9,-32.68,-76.27,-76.27,-134.57,-123.3,-159.67,-155.47,-17.88,-26.69,-25.56,-98.8,33.12,166.22,-22.63,-9.21
5.325,-6.39,-6.91,-29.44,-30.29,-21.69,-26.59,-73.19,-73.19,-128.92,-118.32,-153.58,-149.79,-16.34,-27.53,-17.28,-100.6,25.52,144.53,-22.16,-13.36
5.33333,-5.17,-7.01,-29.44,-29.44,-13.69,-19.06,-69.82,-69.82,-123.55,-114.45,-148.01,-143.23,-14.97,-27.77,-10.18,-102.95,18.15,125.54,-22.91,-18.42
5.34167,-6.01,-6.88,-28.73,-29.19,-5.82,-11.04,-68.16,-68.16,-118.42,-107.78,-140.9,-136.44,-13.75,-26.91,-2.18,-103.95,12.95,108.81,-22.88,-20.34
5.35,-5.9,-6.16,-27.3,-28.21,0.99,-3.47,-65.17,-65.17,-114.45,-102.13,-134.18,-130,-12.67,-26.42,6.8,-104.09,7.88,93.96,-23.08,-21.25
5.35833,-5.86,-5.19,-25.14,-26.5,8.8,3.75,-61.81,-61.81,-107.61,-97.44,-127.8,-123.19,-10.71,-25.87,14.81,-104.28,3.9,80.78,-22.5,-21.92
5.36667,-6.88,-2.87,-24.23,-24.8,16.7,11.66,-57.07,-57.07,-101.84,-93.67,-120.68,-116.9,-10.87,-25.78,21.9,-103.31,0.97,67.68,-22.15,-22.6
5.375,-6.96,-2.3,-22.56,-23.58,23.76,19.31,-53.89,-53.89,-97.08,-89.03,-114.76,-111.12,-11.13,-24.85,27.08,-101.81,-1.96,56.75,-22.02,-22.94
5.38333,-7.11,-3.6,-21.12,-21.99,31.02,26.51,-50.25,-50.25,-93.29,-85.03,-108.98,-106.06,-10.51,-22.97,32.37,-98.77,-5.91,45.7,-22.11,-23.31
5.39167,-6.32,-4.05,-19.88,-20.62,38.54,33.93,-48.11,-48.11,-88.42,-81.01,-104.28,-101.42,-9.99,-22.81,36.77,-95.15,-7.9,35.77,-22.42,-22.72
5.4,-5.59,-5.31,-18.85,-19.46,47.33,42.01,-46.46,-46.46,-84.43,-77.6,-99.62,-96.19,-9.56,-23.4,39.29,-89.85,-9.98,27.11,-22.95,-22.16
5.40833,-2.92,-5.22,-20.02,-19.34,55.43,50.6,-45.26,-45.26,-80.28,-74.15,-93.94,-91.11,-10.24,-23.36,40.93,-83.4,-13.15,18.75,-21.7,-22.9
5.41667,-2.28,-4.12,-21.38,-20.6,62.87,58.5,-42.51,-42.51,-76.93,-71.19,-89.2,-86.34,-10.02,-24.25,41.7,-75.82,-14.45,12.71,-20.66,-22.93
5.425,-3.67,-4.04,-20.94,-21.19,70.68,66.15,-39.18,-39.18,-73.34,-67.45,-84.34,-82.01,-9.89,-23.08,41.6,-68.4,-15.88,7.19,-18.82,-22.86
5.43333,-4.11,-5.19,-19.71,-20.39,78.89,74.2,-37.24,-37.24,-70.48,-63.85,-80.32,-77.91,-8.86,-22.72,39.62,-59.82,-17.48,3.01,-18.17,-22.33
5.44167,-5.58,-5.8,-17.67,-18.78,87.52,82.66,-35.67,-35.67,-66.31,-60.85,-76.1,-74.14,-7.91,-22.67,36.76,-51.48,-18.24,-0.29,-16.7,-22.07
5.45,-5.1,-5.55,-15.8,-16.8,95.62,91.13,-34.46,-34.46,-62.8,-57.12,-72.63,-70.55,-6.04,-21.38,34.02,-42.38,-19.18,-4.16,-16.4,-22.09
5.45833,-3.67,-5,-15.09,-15.47,104.22,99.53,-32.58,-32.58,-59.91,-53.9,-68.89,-67.76,-6.23,-19.02,31.4,-32.24,-19.3,-7.28,-15.26,-22.38
5.46667,-4.28,-4.75,-13.54,-14.35,112.35,107.98,-31.03,-31.03,-55.62,-51.55,-66.83,-65,-6.49,-16.95,26.89,-21.5,-18.61,-9.59,-14.28,-22.95
5.475,-5.94,-6.29,-14.12,-13.82,121.04,116.44,-28.79,-28.79,-52.88,-49.11,-63.43,-62.5,-4.81,-15.15,20.48,-11.85,-17.1,-12.96,-13.43,-21.57
5.48333,-5.65,-6.88,-12.84,-13.49,129.34,125.02,-27.84,-27.84,-50.67,-47.28,-61.67,-59.5,-4.17,-13.6,14.16,-1.84,-16.76,-14.55,-12.72,-20.2
5.49167,-5.41,-6.1,-12.69,-12.76,137.26,133.2,-26.16,-26.16,-47.96,-45.27,-57.51,-56.18,-3.58,-11.85,6.92,9.29,-15.59,-16.2,-11.12,-18.58
5.5,-4.23,-7.07,-11.66,-12.16,144.85,141.02,-24.74,-24.74,-46.73,-42.29,-54.92,-53.39,-3.02,-10.82,0.73,18.96,-15.58,-17.72,-9.65,-17.44
5.50833,-6.1,-7.19,-10.75,-11.19,153.14,149.03,-24.57,-24.57,-43.95,-39.22,-51.88,-50.62,-0.49,-11.12,-6.47,26.35,-16.72,-18.66,-9.27,-16.52
5.51667,-7.02,-8.24,-9.94,-10.32,162.17,157.77,-23.65,-23.65,-40.62,-37.43,-49.35,-48.36,-0.98,-10.39,-12.74,32.95,-16.03,-19.25,-8.98,-15.55
5.525,-6.01,-7.8,-10.24,-10.1,168.95,165.7,-23.96,-23.96,-37.68,-36.2,-47.31,-46.08,-2.48,-9.77,-19.13,37.79,-15.49,-18.81,-7.78,-14.4
5.53333,-7.07,-7.93,-9.64,-9.91,176.54,172.97,-23.51,-23.51,-37.13,-33.8,-44.74,-43.27,-3,-10.09,-24.71,40.41,-15.11,-17.35,-8.66,-13.43
5.54167,-7.19,-8.31,-9.13,-9.36,182.95,179.99,-22.28,-22.28,-34.94,-31.52,-41.62,-40.83,-3.56,-10.01,-31.53,41.67,-13.87,-16.78,-7.62,-12.52
5.55,-8.39,-8.15,-8.72,-8.9,189.22,186.38,-21.28,-21.28,-32.09,-30.14,-39.91,-39.32,-4.15,-9.56,-37.66,41.15,-13.77,-15.59,-5.66,-10.76
5.55833,-7.66,-7.74,-9.39,-9.1,195.38,192.64,-19.48,-19.48,-30.57,-28.72,-38.6,-38.19,-4.78,-8.29,-43.17,38.19,-12.81,-15.83,-4.75,-9.5
5.56667,-8.02,-7.39,-9.16,-9.25,201.45,198.8,-18.88,-18.88,-29.35,-26.93,-37.68,-37,-6.47,-6.29,-48.09,34.64,-12.98,-16.48,-3.89,-9.12
5.575,-8.45,-7.52,-8.01,-8.48,208.47,205.46,-18.47,-18.47,-27.42,-25.66,-36.12,-35.61,-8.22,-6.27,-53.5,31.19,-12.27,-15.77,-4.08,-8.23
5.58333,-7.96,-8.24,-8.95,-8.56,215.45,212.51,-17.24,-17.24,-25.77,-25.09,-34.93,-34.15,-9.05,-5.8,-58.42,24.84,-12.69,-15.26,-3.3,-8.44
5.59167,-7.55,-9.03,-8.97,-8.96,221.41,218.96,-17.19,-17.19,-25.37,-23.8,-33.07,-32.45,-10.97,-4.38,-62.93,16.73,-12.23,-14.2,-2.55,-7.75
5.6,-7.22,-9.69,-8.08,-8.43,226.4,224.39,-16.3,-16.3,-24.23,-22.39,-31.55,-30.66,-12,-3.61,-67.05,7.88,-10.89,-13.78,-1.83,-5.66
5.60833,-7.96,-9.42,-7.26,-7.58,231.41,229.43,-14.57,-14.57,-22.32,-22.56,-29.34,-28.98,-13.14,-2.46,-69.82,-0.29,-9.65,-12.82,-0.12,-4.64
5.61667,-8.78,-7.79,-6.52,-6.8,234.47,233.29,-13.99,-13.99,-22.64,-22,-28.42,-28.18,-14.42,-0.73,-71.28,-9.07,-9.52,-12.89,0.58,-3.94
5.625,-9.69,-7.95,-5.85,-6.09,238.61,237.05,-13.55,-13.55,-22.19,-20.82,-27.79,-27.65,-16.85,-2.13,-74.44,-17.14,-8.48,-12.37,1.29,-3.78
5.63333,-9.69,-8.18,-5.23,-5.45,242.83,241.27,-13.25,-13.25,-20.95,-19.83,-27.43,-27.03,-18.43,-3.02,-74.33,-24.49,-8.52,-12.52,3.01,-2.92
5.64167,-7.78,-7.61,-4.67,-4.86,246.14,244.94,-13.07,-13.07,-19.92,-19.11,-26.34,-25.68,-19.2,-3.74,-73.94,-32.98,-7.65,-11.56,4.75,-2.1
5.65,-7.95,-6.23,-5.15,-4.99,248.56,247.7,-13.03,-13.03,-19.08,-19.42,-24.51,-24.31,-19.15,-4.52,-72.28,-40.47,-7.86,-10.11,5.51,-0.55
5.65833,-8.2,-6.27,-4.69,-4.84,250.09,249.56,-12.12,-12.12,-19.45,-18.94,-23.93,-23.12,-20.3,-6.22,-71.34,-47.02,-7.14,-9.55,5.29,0.5
5.66667,-7.53,-6.75,-4.26,-4.4,250.75,250.53,-12.32,-12.32,-18.99,-16.73,-21.58,-21.19,-21.65,-8.32,-71.09,-53.77,-6.49,-8.6,5.1,1.29
5.675,-5.93,-6.68,-3.89,-4.01,251.53,251.27,-12.66,-12.66,-16.73,-15.65,-20.44,-19.8,-23.22,-9.81,-68.55,-59.91,-5.9,-8.51,5.94,3.23
5.68333,-6.39,-5.79,-2.54,-2.96,252.43,252.14,-12.11,-12.11,-15.62,-14.73,-18.5,-18.26,-25.01,-11.66,-65.67,-65.41,-4.37,-7.68,7.8,4.94
5.69167,-6.92,-6,-2.23,-2.32,252.46,252.45,-12.69,-12.69,-14.68,-14.87,-17.76,-17.58,-27.06,-13.08,-60.42,-69.48,-3.89,-7.66,8.7,5.43
5.7,-6.52,-7.63,-1.94,-2.02,251.61,251.87,-12.39,-12.39,-14.89,-14.3,-17.19,-17.07,-27.36,-14.94,-54.77,-71.76,-2.44,-6.88,9.62,5.2
5.70833,-5.18,-8.65,-1.66,-1.74,250.87,251.09,-12.21,-12.21,-14.24,-13.8,-16.79,-16.42,-26.93,-17.62,-48.65,-74.39,-2.02,-6.18,9.59,5.62
5.71667,-6.9,-8.27,-2.41,-2.21,247.24,248.28,-11.15,-11.15,-13.73,-13.42,-15.55,-15.24,-27.77,-19.02,-42.01,-74.06,-1.62,-4.91,9.58,7.33
5.725,-8.69,-7.09,-2.19,-2.25,245.69,246.12,-11.2,-11.2,-13.36,-13.17,-14.47,-14.49,-27.88,-19.19,-32.76,-72.33,-1.23,-3.99,9.61,8.58
5.73333,-8.56,-5.53,-2.98,-2.77,242.23,243.16,-11.37,-11.37,-13.13,-13.85,-14.54,-14.33,-27.26,-20.71,-21.83,-71.28,0.14,-2.57,10.68,9.62
5.74167,-7.51,-5.61,-2.8,-2.85,237.82,238.97,-10.64,-10.64,-14.03,-13.27,-13.75,-13.32,-26.91,-22.55,-12.12,-69.77,0.51,-2,11.78,9.59
5.75,-5.52,-5.74,-2.65,-2.69,232.45,233.8,-10.02,-10.02,-13.06,-12.42,-12.09,-11.96,-25.83,-24.73,-2.53,-66.26,0.88,-1.56,11.92,9.59
5.75833,-5.6,-5.91,-2.53,-2.56,226.09,227.64,-9.5,-9.5,-12.21,-10.96,-11.56,-11.7,-24.99,-27.09,9.04,-60.05,1.26,-0.84,12.1,10.01
5.76667,-5.74,-4.39,-2.43,-2.45,218.72,220.46,-9.07,-9.07,-10.49,-10.76,-12.14,-12.07,-24.41,-27.19,20.69,-52.69,1.64,0.29,10.31,11.23
5.775,-5.93,-2.78,-1.35,-1.58,211.31,212.99,-8.73,-8.73,-10.88,-10.54,-11.85,-11.81,-23.06,-27.48,32.49,-44.58,2.03,0.71,9.55,11.87
5.78333,-4.17,-1.94,-1.28,-1.3,202.83,204.68,-8.48,-8.48,-10.37,-10.76,-11.67,-11.66,-20.94,-27.87,43.5,-33.81,2.41,1.14,6.82,12.05
5.79167,-2.45,-1.3,-1.23,-1.24,194.24,196.05,-8.32,-8.32,-10.98,-11.42,-11.61,-11.62,-19.02,-27.19,54.74,-20.28,1.81,1.57,4.12,10.53
5.8,-1.76,0.54,-1.2,-1.21,184.51,186.47,-9.24,-9.24,-11.69,-11.58,-11.66,-11.7,-16.29,-26.39,66.24,-7.96,0.2,2,2.45,9.55
5.80833,-1.08,3.04,-2.18,-2,173.6,175.71,-8.24,-8.24,-11.51,-11.48,-11.83,-11.89,-14.72,-25.2,75.02,5.66,-1.41,2.38,0.8,6.48
5.81667,1.59,4.15,-3.18,-3,161.46,163.71,-5.32,-5.32,-11.45,-11.48,-12.12,-12.2,-11.29,-24.38,84.11,20.47,-2.04,1.51,0.15,3.7
5.825,4.28,4.31,-3.21,-3.21,149.07,151.25,-4.46,-4.46,-11.5,-11.59,-12.53,-12.45,-4.95,-22.45,92.51,35.3,-3.68,-0.31,-0.49,1.83
5.83333,4,5.03,-2.27,-2.42,136.36,138.5,-4.65,-4.65,-11.67,-11.81,-12.06,-12.17,-1.68,-19.86,98.25,49.44,-5.37,-1.69,0.88,0.47
5.84167,4.76,6.62,-2.35,-2.34,121.31,123.71,-4.88,-4.88,-11.95,-12.14,-12.71,-12.84,-1.45,-16.74,102.34,63.96,-5.1,-2.98,0.24,-0.25
5.85,5.57,10.04,-2.46,-2.44,105.85,108.19,-6.18,-6.18,-12.35,-12.14,-13.49,-13.48,-1.23,-14.35,103.8,75.71,-5.88,-4.86,-1.4,0.54
5.85833,9.44,12.67,-2.59,-2.57,89.96,92.23,-6.52,-6.52,-11.87,-11.29,-13.4,-13.41,-2.04,-8.89,106.63,87.04,-6.72,-5.14,-3.06,0.32
5.86667,12.39,14.5,-2.75,-2.73,72.58,74.92,-6.94,-6.94,-10.5,-10.4,-13.45,-13.33,-2.87,-2.83,108.84,96.08,-8.64,-5.84,-4.74,-1.4
5.875,14.42,15.57,-4.95,-4.68,53.66,56.04,-6.42,-6.42,-10.25,-10.56,-12.62,-12.53,-2.72,-1.47,108.43,101.92,-9.63,-6.88,-5.47,-3.27
5.88333,15.56,17.67,-6.19,-6.05,35.13,37.31,-6.96,-6.96,-11.09,-11.43,-11.91,-11.96,-2.59,-1.39,107.4,104.28,-11.73,-8.85,-5.24,-4.92
5.89167,17.81,19.87,-6.49,-6.45,15.89,17.99,-7.57,-7.57,-12.05,-11.75,-12.33,-12.39,-1.49,-2.42,103.76,107.61,-12.94,-10.34,-5.07,-5.38
5.9,20.18,22.19,-5.85,-5.91,-6.23,-4,-6.25,-6.25,-11.12,-11.18,-12.88,-12.95,-1.4,-2.76,98.49,108.54,-14.28,-12.29,-4.94,-5.15
5.90833,22.68,25.36,-6.27,-6.23,-28.43,-26.37,-4.99,-4.99,-11.31,-11.11,-13.55,-13.63,-1.33,-2.58,92.58,107.41,-16.77,-13.74,-5.87,-4.99
5.91667,26.33,30.21,-7.75,-7.63,-51.92,-49.94,-4.78,-4.78,-10.6,-10.7,-14.36,-14.44,-0.27,-1.47,84.03,102.36,-18.41,-16.07,-5.85,-5.64
5.925,32.13,35.12,-9.32,-9.21,-75.93,-74.12,-3.62,-3.62,-11.01,-11.35,-15.32,-15.4,0.79,-1.36,75.83,95.31,-19.24,-18.16,-4.89,-5.85
5.93333,37.1,38.79,-10.98,-10.88,-101.71,-99.98,-3.5,-3.5,-12.53,-12.66,-16.42,-16.44,0.85,-0.46,65.95,85.65,-19.25,-19.22,-3.96,-4.89
5.94167,40.25,42.75,-12.75,-12.65,-128.52,-126.94,-3.41,-3.41,-13.17,-13.48,-16.69,-16.77,6.92,0.8,55.39,74.99,-20.45,-19.38,-2.08,-3.73
5.95,45.6,48.23,-13.64,-13.6,-157.61,-156.15,-3.35,-3.35,-14.95,-15.09,-18.12,-18.2,9.01,3.09,46.12,62.17,-20.86,-20.55,0.79,-1.36
5.95833,52.15,54.08,-12.66,-12.7,-189.29,-187.96,-3.33,-3.33,-15.87,-16,-19.74,-19.82,7.1,8.26,34.12,49.53,-22.47,-21.44,1.66,1.12
5.96667,57.92,59.52,-13.81,-13.78,-222.86,-221.73,-1.33,-1.33,-16.95,-16.97,-21.55,-21.59,4.2,7.27,20.36,35.26,-23.31,-22.88,3.55,2.61
5.975,63.92,65.37,-16.11,-16.05,-257.64,-256.77,0.65,0.65,-17.19,-17.3,-22.58,-22.64,1.32,3.67,7.77,18.11,-23.37,-23.35,5.45,4.73
5.98333,71.16,72.29,-17.56,-17.54,-293.99,-293.37,2.63,2.63,-18.61,-18.69,-24.83,-24.84,-1.57,0,-5.76,1.64,-22.66,-22.84,8.37,7.64
5.99167,79.65,80.5,-19.18,-19.17,-335.23,-334.89,3.62,3.62,-20.21,-20.23,-25.32,-25.34,-4.47,-3.68,-19.34,-15.63,-24.18,-23.99,10.32,10.08
6,92.39,92.39,-19.99,-19.99,-380.73,-380.73,4.61,4.61,-21.01,-21.01,-27.06,-27.06,-7.41,-7.41,-34.09,-34.09,-24.94,-24.94,12.29,12.29
